PERMIT NUMBER,PERMIT TYPE,PERMIT STATUS,PERMIT SUB-TYPE,WORK DESCRIPTION,PERMIT ISSUE DATE,ESTIMATED VALUE OF WORK,STATE VALUATION,CONTRACTOR,LOCATION,COUNT
B 15-016836-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"TUESDAY, MARCH 10, 2015",$9750.00,$9750.00,BLACK LABEL SERVICES LLC,"1416 SHELDON ST
Saint Paul, MN
(44.983816, -93.157971)",1
BS 15-007211-SGN,Billboard / Sign,Active/Issued,Signs,Commercial New,"TUESDAY, MARCH 10, 2015",$4000.00,,HERB FICK BIG PRINT INC,"5 7TH PLACE W - Jimmy John's
Saint Paul, MN
(44.946769, -93.097169)",1
E 15-016630-ELC,Electrical Permit,Active/Issued,Electrical,Residential New,"TUESDAY, MARCH 10, 2015",$1500.00,,SUNFLAKE,"1708 IDAHO AVE E
Saint Paul, MN
(44.990151, -93.028368)",1
E 15-016679-TBL,Electrical Permit,Active/Issued,Unit Table Only,Commercial Repair/Alter,"TUESDAY, MARCH 10, 2015",$12636.00,,HUMERATECH,"2115 SUMMIT AVE BLDG UST - St John Vianney - St Thomas
Saint Paul, MN
",1
E 15-016728-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"TUESDAY, MARCH 10, 2015",$1500.00,,ST PAUL PUBLIC SCHOOL,"1930 COMO AVE - DISTRICT KITCHEN
Saint Paul, MN
(44.976126, -93.182893)",1
E 15-016731-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"TUESDAY, MARCH 10, 2015",$250.00,,ELECTRIC CITY CORPORATION,"1822 FORD PKWY
Saint Paul, MN
(44.91793, -93.177203)",1
E 15-016774-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"TUESDAY, MARCH 10, 2015",$500.00,,ALL PHASE ELECTRICAL SERVICES INC,"325 CEDAR ST - DEGREE OF HONOR BUILDING
Saint Paul, MN
(44.945269, -93.092252)",1
E 15-016778-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"TUESDAY, MARCH 10, 2015",$500.00,,ALL PHASE ELECTRICAL SERVICES INC,"400 SIBLEY ST - PARK SQUARE COURT
Saint Paul, MN
",1
E 15-016872-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"TUESDAY, MARCH 10, 2015",$200.00,,POWER ELECTRIC CORP,"552 IDAHO AVE E
Saint Paul, MN
(44.990087, -93.077444)",1
E 15-016746-ELC,Electrical Permit,Inspected,Electrical,Commercial New,"TUESDAY, MARCH 10, 2015",$125000.00,,Manor Electric Inc,"470 WESTERN AVE N - Western U Plaza
Saint Paul, MN
",1
EV 15-015409-PAS,Elevating Device,Active/Issued,Passenger,Commercial Repair/Alter,"TUESDAY, MARCH 10, 2015",$1700.00,,DOUG HUFFORD KONE Inc,"1885 UNIVERSITY AVE W - IRIS PARK PLACE ( A. J. KRANK MFG CO.)
Saint Paul, MN
",1
M 15-014299-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"TUESDAY, MARCH 10, 2015",$500.00,,DAVID PEARL SCHWANTES HEATING & AIR INC,"2146 ST ANTHONY AVE
Saint Paul, MN
(44.95477, -93.190805)",1
M 15-014324-REF,Mechanical Permit,Active/Issued,Refrigeration,Residential Replace,"TUESDAY, MARCH 10, 2015",$3300.00,,DAVID PEARL SCHWANTES HEATING & AIR INC,"2146 ST ANTHONY AVE
Saint Paul, MN
(44.95477, -93.190805)",1
M 15-014326-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"TUESDAY, MARCH 10, 2015",$500.00,,DAVID PEARL SCHWANTES HEATING & AIR INC,"1269 WILSON AVE
Saint Paul, MN
(44.954093, -93.046657)",1
M 15-016373-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"TUESDAY, MARCH 10, 2015",$500.00,,DAVID PEARL SCHWANTES HEATING & AIR INC,"210 HAZEL ST N
Saint Paul, MN
(44.947003, -93.020825)",1
M 15-013290-GAS,Mechanical Permit,Inspected,Gas,Commercial Replace,"TUESDAY, MARCH 10, 2015",$3845.00,,TIMOTHY MULLANEY NEW CENTURY SYSTEMS INC,"1657 RICE ST - Unique Thrift Store
Saint Paul, MN
(44.990701, -93.105873)",1
PG 15-016013-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"TUESDAY, MARCH 10, 2015",$500.00,,JOHN STODOLA ALL STAR PLUMBING LLC,"1241 PORTLAND AVE
Saint Paul, MN
(44.942901, -93.152545)",1
PG 15-016380-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"TUESDAY, MARCH 10, 2015",$3000.00,,BRIAN NERISON KB SERVICE CO INC,"567 CROMWELL AVE
Saint Paul, MN
(44.957652, -93.201377)",1
PG 15-015903-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Repair,"TUESDAY, MARCH 10, 2015",$8000.00,,TIMOTHY ZANGS ZANGS PLUMBING,"109 CONGRESS ST W
Saint Paul, MN
(44.932237, -93.090205)",1
PG 15-016279-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Alter,"TUESDAY, MARCH 10, 2015",$1000.00,,STEVE BOE BOE PLUMBING INC,"1482 COMO AVE
Saint Paul, MN
(44.977334, -93.162862)",1
SP 15-016610-SPL,Stucco/Plaster,Inspected,Stucco/Plaster,Residential Repair/Alter,"TUESDAY, MARCH 10, 2015",$3200.00,,ROBERT KUNZ KUNZ STUCCO INC,"1391 MCKINLEY ST
Saint Paul, MN
(44.983267, -93.160332)",1
W 15-000661-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"TUESDAY, MARCH 10, 2015",$3000.00,,BRIAN NERISON KB SERVICE CO INC,"1420 TAYLOR AVE
Saint Paul, MN
(44.967724, -93.160416)",1
W 15-014331-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"TUESDAY, MARCH 10, 2015",$4500.00,,DAVID PEARL SCHWANTES HEATING & AIR INC,"1269 WILSON AVE
Saint Paul, MN
(44.954093, -93.046657)",1
W 15-016311-VEN,"Warm Air, Ventilation & General Sheet ",Active/Issued,Ventilation Only,Residential New,"TUESDAY, MARCH 10, 2015",$15400.00,,JIM VOGELSBERG SAYLER HEATING & AIR CONDITIONING INC,"73 OTIS LANE
Saint Paul, MN
(44.943629, -93.196828)",1
W 15-016359-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"TUESDAY, MARCH 10, 2015",$3185.00,,WALTER BONFE BONFES PLBG & HTG INC,"1440 WELLESLEY AVE
Saint Paul, MN
(44.931517, -93.161112)",1
W 15-016410-WRM,"Warm Air, Ventilation & General Sheet ",Active/Issued,Warm Air Only,Residential Replace,"TUESDAY, MARCH 10, 2015",$3000.00,,DAVID PEARL SCHWANTES HEATING & AIR INC,"210 HAZEL ST N
Saint Paul, MN
(44.947003, -93.020825)",1
W 14-343120-WAV,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air & Ventilation,Residential Replace,"TUESDAY, MARCH 10, 2015",$25000.00,,JEFF KLINE PRACTICAL SYSTEMS,"500 SUMMIT AVE
Saint Paul, MN
(44.941337, -93.121198)",1
W 15-016283-WRM,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air Only,Residential Replace,"TUESDAY, MARCH 10, 2015",$3450.00,,DAVID SMITH ST PAUL PLBG & HTG CO,"518 WINONA ST E
Saint Paul, MN
(44.921243, -93.063886)",1
W 15-016399-VEN,"Warm Air, Ventilation & General Sheet ",Inspected,Ventilation Only,Residential Repair/Alter,"TUESDAY, MARCH 10, 2015",$500.00,,RICK BINDER BINDER HEATING & A/C INC,"2131 WELLESLEY AVE
Saint Paul, MN
(44.931612, -93.190428)",1
B 15-016137-REM,Building Permit,Active/Issued,Single Family Dwelling,Remodel,"TUESDAY, MARCH 17, 2015",$1600.00,$1600.00,Damian Greene GREENE CONSTRUCTION INC,"770 JENKS AVE
Saint Paul, MN
(44.971188, -93.068124)",1
B 15-016143-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"TUESDAY, MARCH 17, 2015",$1318.00,$1318.00,HOME DEPOT AT HOME SERVICES THE,"45 B ST
Saint Paul, MN
(44.939869, -93.026751)",1
B 15-018501-RPR,Building Permit,Active/Issued,Commercial,Repair,"TUESDAY, MARCH 17, 2015",$19000.00,$19000.00,SIMPLIFIED HOUSING SOLUTIONS LLC,"1340 7TH ST W - RIVER BLUFF CAR WASH
Saint Paul, MN
",1
B 15-018606-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"TUESDAY, MARCH 17, 2015",,$6090.00,STANDARD WATER CONTROL SYSTEMS INC,"1676 BAYARD AVE
Saint Paul, MN
(44.922445, -93.17107)",1
B 15-018626-RPR,Building Permit,Active/Issued,Commercial,Repair,"TUESDAY, MARCH 17, 2015",$350.00,$350.00,Edward Bertges,"956 PAYNE AVE - Schwietz Saloon
Saint Paul, MN
(44.970057, -93.073546)",1
B 15-018652-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"TUESDAY, MARCH 17, 2015",,$2800.00,THE WINDOW STORE HOME IMPROVEMENTS INC,"1924 NOKOMIS AVE
Saint Paul, MN
(44.964998, -93.019323)",1
B 15-018673-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"TUESDAY, MARCH 17, 2015",,$8977.00,KAUFMAN SHEET METAL AND ROOFING INC,"2330 VALENTINE AVE
Saint Paul, MN
(44.983359, -93.198197)",1
B 15-018714-EXP,Building Permit,Active/Issued,Residential (Multi-Fam),Express Repair,"TUESDAY, MARCH 17, 2015",,$3200.00,GREAT LAKES WINDOW & SIDING CO,"1850 ROME AVE
Saint Paul, MN
(44.913429, -93.17859)",1
B 15-018717-REM,Building Permit,Active/Issued,Single Family Dwelling,Remodel,"TUESDAY, MARCH 17, 2015",$1000.00,$1000.00,Emily Virant,"959 NEVADA AVE W
Saint Paul, MN
(44.985578, -93.140691)",1
B 15-018776-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"TUESDAY, MARCH 17, 2015",,$5600.00,CCRC,"1034 REANEY AVE
Saint Paul, MN
(44.963995, -93.056868)",1
B 15-018779-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"TUESDAY, MARCH 17, 2015",,$5600.00,Jeff Greenlun Perfect Exteriors of MN,"1536 ASBURY ST
Saint Paul, MN
(44.987378, -93.16559)",1
B 15-004145-NEW,Building Permit,Inspected,Single Family Dwelling,New,"TUESDAY, MARCH 17, 2015",$750000.00,$750000.00,MICHELS HOMES,"725 OSCEOLA AVE
Saint Paul, MN
(44.935698, -93.130774)",1
B 15-012441-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"TUESDAY, MARCH 17, 2015",$18500.00,$18500.00,CSC,"1216 CHURCHILL ST
Saint Paul, MN
(44.977969, -93.145078)",1
B 15-016412-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"TUESDAY, MARCH 17, 2015",$19950.00,$19950.00,GREAT NORTHERN RESOURCES,"915 IOWA AVE W
Saint Paul, MN
(44.989197, -93.138568)",1
B 15-018503-REM,Building Permit,Inspected,2-Family/Duplex,Remodel,"TUESDAY, MARCH 17, 2015",$3000.00,$3000.00,Daniel B Brown,"1123 GOODRICH AVE
Saint Paul, MN
(44.937841, -93.147626)",1
B 15-018664-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"TUESDAY, MARCH 17, 2015",$20100.00,$20100.00,Andrew Myers RESTORATION REAL ESTATE LLC,"1166 THOMAS AVE
Saint Paul, MN
(44.95937, -93.149506)",1
B 15-018677-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"TUESDAY, MARCH 17, 2015",$10000.00,$10000.00,KELLY RUNZEL,"2051 FAIRMOUNT AVE
Saint Paul, MN
(44.93705, -93.186833)",1
B 15-018745-EXP,Building Permit,Inspected,Single Family Dwelling,Express Repair,"TUESDAY, MARCH 17, 2015",,$5850.00,STANDARD WATER CONTROL SYSTEMS INC,"1536 ST ALBANS ST N
Saint Paul, MN
(44.987288, -93.128709)",1
BS 15-001685-SGN,Billboard / Sign,Active/Issued,Signs,Commercial New,"TUESDAY, MARCH 17, 2015",$37500.00,,SHARI KING LAWRENCE SIGN & NORDQUIST SIGN,"1710 SUBURBAN AVE - Vacant
Saint Paul, MN
(44.951173, -93.028557)",1
BS 15-018695-SGN,Billboard / Sign,Active/Issued,Signs,Commercial New,"TUESDAY, MARCH 17, 2015",$200.00,,DALE URBAN,"622 COMO AVE - John's Pizza
Saint Paul, MN
(44.970465, -93.126822)",1
E 15-018522-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Commercial Repair/Alter,"TUESDAY, MARCH 17, 2015",$595.00,,OLYMPIATECH ELECTRICAL CONTRACTORS INC,"833 UNIVERSITY AVE W
Saint Paul, MN
(44.95578, -93.135305)",1
E 15-018708-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"TUESDAY, MARCH 17, 2015",$2000.00,,Jason A Given,"1809 ENGLEWOOD AVE
Saint Paul, MN
(44.964069, -93.176753)",1
E 15-018719-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"TUESDAY, MARCH 17, 2015",$200.00,,Emily Virant,"959 NEVADA AVE W
Saint Paul, MN
(44.985578, -93.140691)",1
E 15-018494-ELC,Electrical Permit,Inspected,Electrical,Residential Repair/Alter,"TUESDAY, MARCH 17, 2015",$4500.00,,LYNN BISHOP NAC MECHANICAL & ELECTRICAL SERVICES,"354 CHESTNUT ST
Saint Paul, MN
(44.944, -93.105033)",1
E 15-018592-S&C,Electrical Permit,Inspected,Service & Circuits ,Residential Repair/Alter,"TUESDAY, MARCH 17, 2015",$600.00,,WINKELMAN ELECTRIC,"1957 FOXRIDGE ROAD
Saint Paul, MN
(44.945494, -93.017785)",1
E 15-018723-ELC,Electrical Permit,Inspected,Electrical,Residential Repair/Alter,"TUESDAY, MARCH 17, 2015",$2500.00,,LUMINOUS ELECTRIC LLC,"1202 NILES AVE
Saint Paul, MN
(44.925109, -93.150936)",1
FN 15-018569-FEN,Fence Permit,Inspected,Fence Permit,Residential,"TUESDAY, MARCH 17, 2015",$4350.00,,DANIEL KOSTICK DAN'S FENCE LLC,"1439 SUMMIT AVE
Saint Paul, MN
(44.941603, -93.160943)",1
PG 15-017116-PLB,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Plumbing/Inside Water (All),Residential Replace,"TUESDAY, MARCH 17, 2015",$2134.00,,JOSHUA SAVAGE UPTOWN HEATING & COOLING,"2008 LINCOLN AVE
Saint Paul, MN
(44.939036, -93.185253)",1
PG 15-018252-GSF,Plumbing/Gasfitting/Inside Water Piping,Active/Issued,Gasfitting Only,Residential Replace,"TUESDAY, MARCH 17, 2015",$1589.00,,PAUL TEALE ROTO ROOTER SERVICES CO,"1780 LAFOND AVE
Saint Paul, MN
(44.960135, -93.175523)",1
PG 15-018047-GSF,Plumbing/Gasfitting/Inside Water Piping,Inspected,Gasfitting Only,Commercial Replace,"TUESDAY, MARCH 17, 2015",$22000.00,,JAYHAWK MECHANICAL INC,"1970 BURNS AVE
Saint Paul, MN
(44.948663, -93.016651)",1
PG 15-018706-PLB,Plumbing/Gasfitting/Inside Water Piping,Inspected,Plumbing/Inside Water (All),Residential Alter,"TUESDAY, MARCH 17, 2015",$3000.00,,Jason A Given,"1809 ENGLEWOOD AVE
Saint Paul, MN
(44.964069, -93.176753)",1
W 15-009238-VEN,"Warm Air, Ventilation & General Sheet ",Active/Issued,Ventilation Only,Residential Repair/Alter,"TUESDAY, MARCH 17, 2015",$200.00,,Elizabeth A T Petrick,"1799 ROSS AVE
Saint Paul, MN
(44.965781, -93.024247)",1
W 15-018607-GSM,"Warm Air, Ventilation & General Sheet ",Active/Issued,General Sheet Metal,Commercial Repair/Alter,"TUESDAY, MARCH 17, 2015",$1650.00,,STANDARD WATER CONTROL SYSTEMS INC,"1676 BAYARD AVE
Saint Paul, MN
(44.922445, -93.17107)",1
W 15-018314-WRM,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air Only,Residential Replace,"TUESDAY, MARCH 17, 2015",$5500.00,,DIANE MOYER HOME ENERGY CENTER,"1154 KINGSFORD ST
Saint Paul, MN
(44.976068, -93.02912)",1
W 15-018564-WAV,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air & Ventilation,Residential Replace,"TUESDAY, MARCH 17, 2015",$7525.00,,KB MECHANICAL INC,"694 4TH ST E
Saint Paul, MN
(44.955966, -93.070266)",1
W 15-018568-WAV,"Warm Air, Ventilation & General Sheet ",Inspected,Warm Air & Ventilation,Residential Replace,"TUESDAY, MARCH 17, 2015",$7525.00,,KB MECHANICAL INC,"696 4TH ST E
Saint Paul, MN
(44.956042, -93.070108)",1
B 14-347358-REM,Building Permit,Active/Issued,Institutional,Remodel,"TUESDAY, MARCH 24, 2015",$81587055.00,$81587055.00,JE DUNN CONSTRUCTION,"75 REV DR MARTIN LUTHER KING JR BLVD - STATE CAPITAL GROUNDS
Saint Paul, MN
(44.955125, -93.103752)",1
B 15-019758-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"TUESDAY, MARCH 24, 2015",$500.00,$500.00,JESSE TREBIL FOUNDATION SYSTEMS INC,"1759 ASHLAND AVE
Saint Paul, MN
(44.943951, -93.174888)",1
B 15-019822-RPR,Building Permit,Active/Issued,Single Family Dwelling,Repair,"TUESDAY, MARCH 24, 2015",$237.00,$237.00,TERRY SEATON CRAFTMASTERS REMODELING INC,"1677 THOMAS AVE
Saint Paul, MN
(44.95926, -93.171118)",1
B 15-020320-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"TUESDAY, MARCH 24, 2015",,$4300.00,Karow ROOF COMPANY NA INC,"1604 MERRILL ST
Saint Paul, MN
(44.989521, -93.152676)",1
B 15-020334-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"TUESDAY, MARCH 24, 2015",,$6993.00,WINDOW CONCEPTS OF MINNESOTA INC,"1762 HOYT AVE E
Saint Paul, MN
(44.988339, -93.026017)",1
B 15-020365-EXP,Building Permit,Active/Issued,Single Family Dwelling,Express Repair,"TUESDAY, MARCH 24, 2015",,$3620.00,WINDOW CONCEPTS OF MINNESOTA INC,"393 SNELLING AVE S
Saint Paul, MN
(44.929577, -93.167027)",1
B 15-020486-RPR,Building Permit,Active/Issued,Commercial,Repair,"TUESDAY, MARCH 24, 2015",$60000.00,$60000.00,MERIT CONSTRUCTION SERVICES INC,"405 MINNESOTA ST - TOWN SQUARE PARKING RAMP
Saint Paul, MN
",1
B 15-004815-NEW,Building Permit,Inspected,Single Family Dwelling,New,"TUESDAY, MARCH 24, 2015",$292051.00,$292051.00,JOSEPH BARBEAU CONSTRUCTION,"1098 SYLVAN ST - Vacant Land
Saint Paul, MN
",1
B 15-007995-REM,Building Permit,Inspected,Commercial,Remodel,"TUESDAY, MARCH 24, 2015",$220000.00,$220000.00,Grotto Co Llc,"693 RAYMOND AVE
Saint Paul, MN
(44.962008, -93.197548)",1
B 15-011993-REM,Building Permit,Inspected,Commercial,Remodel,"TUESDAY, MARCH 24, 2015",$4000000.00,$4000000.00,Stefanie Weltsch MCGOUGH CONSTRUCTION CO INC,"1301 L'ORIENT ST
Saint Paul, MN
(44.981202, -93.090745)",1
B 15-017094-RPR,Building Permit,Inspected,Institutional,Repair,"TUESDAY, MARCH 24, 2015",$318000.00,$318000.00,VERSACON INC,"25 REV DR MARTIN LUTHER KING JR BLVD - JUDICIAL BUILDING
Saint Paul, MN
(44.954323, -93.099691)",1
B 15-019752-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"TUESDAY, MARCH 24, 2015",$7675.00,$7675.00,JESSE TREBIL FOUNDATION SYSTEMS INC,"2328 COMO AVE
Saint Paul, MN
(44.982977, -93.196411)",1
B 15-019773-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"TUESDAY, MARCH 24, 2015",$8835.00,$8835.00,JESSE TREBIL FOUNDATION SYSTEMS INC,"1362 IDAHO AVE E
Saint Paul, MN
(44.990206, -93.042899)",1
B 15-020102-NEW,Building Permit,Inspected,Accessory Structure,New,"TUESDAY, MARCH 24, 2015",$4000.00,$4000.00,Terry L Kirk,"2128 BUSH AVE
Saint Paul, MN
(44.964855, -93.010832)",1
B 15-020191-ADD,Building Permit,Inspected,Single Family Dwelling,Addition,"TUESDAY, MARCH 24, 2015",$14000.00,$14000.00,AMKAT CONSTRUCTION LLC,"2168 CARROLL AVE
Saint Paul, MN
(44.950848, -93.19185)",1
B 15-020328-REM,Building Permit,Inspected,Single Family Dwelling,Remodel,"TUESDAY, MARCH 24, 2015",$35000.00,$35000.00,WAGNER & LANG CONSTRUCTION INC,"1 CROCUS HILL
Saint Paul, MN
(44.938031, -93.123167)",1
B 15-020338-EXP,Building Permit,Inspected,Single Family Dwelling,Express Repair,"TUESDAY, MARCH 24, 2015",,$17673.00,PELLA NORTHLAND,"1550 ALBERT ST N
Saint Paul, MN
(44.987827, -93.15919)",1
B 15-020415-RPR,Building Permit,Inspected,Single Family Dwelling,Repair,"TUESDAY, MARCH 24, 2015",$3000.00,$3000.00,Julio Medina,"1108 PACIFIC ST
Saint Paul, MN
(44.951303, -93.053696)",1
BS 15-011395-SGN,Billboard / Sign,Active/Issued,Signs,Commercial New,"TUESDAY, MARCH 24, 2015",$440.00,,LAURA GEHL ARCHETYPE SIGNMAKERS,"1662 GRAND AVE - French Meadow Bakery and Cafe
Saint Paul, MN
",1
BS 15-012855-SGN,Billboard / Sign,Active/Issued,Signs,Commercial Replace,"TUESDAY, MARCH 24, 2015",$4500.00,,KATHLEELN ZERWAS DESIGNER SIGN SYSTEMS,"1619 MARYLAND AVE E
Saint Paul, MN
(44.977521, -93.03229)",1
E 15-020343-ELC,Electrical Permit,Active/Issued,Electrical,Residential Repair/Alter,"TUESDAY, MARCH 24, 2015",$2500.00,,Advantage Electric Inc,"1170 JULIET AVE
Saint Paul, MN
(44.929659, -93.149344)",1
E 15-020435-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"TUESDAY, MARCH 24, 2015",$700.00,,Prestige Electric Inc,"660 JESSAMINE AVE E
Saint Paul, MN
(44.974766, -93.072607)",1
E 15-020455-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"TUESDAY, MARCH 24, 2015",$1500.00,,BUDGET LIGHTING INC,"93 LEXINGTON PKWY S
Saint Paul, MN
(44.938635, -93.146582)",1
E 15-020456-S&C,Electrical Permit,Active/Issued,Service & Circuits ,Residential Repair/Alter,"TUESDAY, MARCH 24, 2015",$1500.00,,BUDGET LIGHTING INC,"95 LEXINGTON PKWY S
Saint Paul, MN
(44.938617, -93.146582)",1
E 15-020269-ELC,Electrical Permit,Inspected,Electrical,Residential Repair/Alter,"TUESDAY, MARCH 24, 2015",$500.00,,Mrs Amy Henschell BRITE LITE ELECTRIC CO,"820 EMERALD ST
Saint Paul, MN
(44.965528, -93.20774)",1
E 15-020270-ELC,Electrical Permit,Inspected,Electrical,Commercial Repair/Alter,"TUESDAY, MARCH 24, 2015",$2000.00,,MIDBROD ELECTRIC INC,"990 PAYNE AVE - Borgstrom Pharmacy
Saint Paul, MN
(44.970886, -93.073538)",1
E 15-020308-ELC,Electrical Permit,Inspected,Electrical,Residential New,"TUESDAY, MARCH 24, 2015",$6000.00,,vietco nguyen K Electric LLC,"612 CASE AVE - To be wrecked
Saint Paul, MN
(44.970236, -93.074727)",1
E 15-020371-ELC,Electrical Permit,Inspected,Electrical,Commercial Repair/Alter,"TUESDAY, MARCH 24, 2015",$36340.00,,Cherrie Pursche CITY VIEW ELECTRIC INC,"2042 ST CLAIR AVE - Craig Daub DDS
Saint Paul, MN
(44.934314, -93.186652)",1
E 15-020402-S&C,Electrical Permit,Inspected,Service & Circuits ,Residential Repair/Alter,"TUESDAY, MARCH 24, 2015",$700.00,,"Fischer Electric Service, LLC","1871 RANDOLPH AVE
Saint Paul, MN
(44.927037, -93.179329)",1
E 15-020416-S&C,Electrical Permit,Inspected,Service & Circuits ,Residential Repair/Alter,"TUESDAY, MARCH 24, 2015",$7000.00,,Richard Barrett POWERTECH ELECTRIC INC,"597 LINCOLN AVE
Saint Paul, MN
(44.938858, -93.125179)",1
E 15-020521-ELC,Electrical Permit,Inspected,Electrical,Commercial New,"TUESDAY, MARCH 24, 2015",$45000.00,,Troy Langer Northern Valley Electric LLC,"693 RAYMOND AVE
Saint Paul, MN
(44.962008, -93.197548)",1
M 15-017718-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"TUESDAY, MARCH 24, 2015",$1400.00,,JAMES BOEHM BOEHM HEATING CO,"1074 ASHLAND AVE
Saint Paul, MN
(44.943961, -93.145397)",1
M 15-017719-STM,Mechanical Permit,Active/Issued,Steam or Hot Water,Residential Replace,"TUESDAY, MARCH 24, 2015",$3200.00,,JAMES BOEHM BOEHM HEATING CO,"1074 ASHLAND AVE
Saint Paul, MN
(44.943961, -93.145397)",1
M 15-017831-REF,Mechanical Permit,Active/Issued,Refrigeration,Residential New,"TUESDAY, MARCH 24, 2015",$3000.00,,BUSBY DASENT MESPO HEATING & COOLING,"416 WARWICK ST - New home
Saint Paul, MN
(44.929065, -93.163186)",1
M 15-018180-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"TUESDAY, MARCH 24, 2015",$300.00,,JAMES BOEHM BOEHM HEATING CO,"2016 GOODRICH AVE
Saint Paul, MN
(44.937944, -93.185617)",1
M 15-018232-STM,Mechanical Permit,Active/Issued,Steam or Hot Water,Residential Replace,"TUESDAY, MARCH 24, 2015",$5200.00,,JAMES BOEHM BOEHM HEATING CO,"2016 GOODRICH AVE
Saint Paul, MN
(44.937944, -93.185617)",1
M 15-018558-GAS,Mechanical Permit,Active/Issued,Gas,Residential Replace,"TUESDAY, MARCH 24, 2015",$2500.00,,KB MECHANICAL INC,"694 4TH ST E
Saint Paul, MN
(44.955966, -93.070266)",1
M 15-017832-GAS,Mechanical Permit,Inspected,Gas,Residential New,"TUESDAY, MARCH 24, 2015",$4000.00,,BUSBY DASENT MESPO HEATING & COOLING,"416 WARWICK ST - New home
Saint Paul, MN
(44.929065, -93.163186)",1
M 15-017888-STM,Mechanical Permit,Inspected,Steam or Hot Water,Residential Replace,"TUESDAY, MARCH 24, 2015",$200.00,,Keri A Phillips,"1135 DAYTON AVE
Saint Paul, MN
(44.947453, -93.14808)",1
M 15-018130-REF,Mechanical Permit,Inspected,Refrigeration,Residential Replace,"TUESDAY, MARCH 24, 2015",$4400.00,,LAURA FOSCHIATTI BLUE OX HEATING & AIR LLC,"486 FRONTENAC PLACE
Saint Paul, MN
(44.956196, -93.203028)",1
